title,id,arxiv_url,published,citation
City-Scale Road Audit System using Deep Learning,1811.10210,http://arxiv.org/abs/1811.10210v1,2018-11-26T06:49:11Z,0
"Uncertainty aware audiovisual activity recognition using deep Bayesian
  variational inference",1811.10811,http://arxiv.org/abs/1811.10811v2,2018-11-27T04:51:54Z,0
An Introduction to Deep Reinforcement Learning,1811.12560,http://arxiv.org/abs/1811.12560v2,2018-11-30T00:57:30Z,0
Deep Quality-Value (DQV) Learning,1810.00368,http://arxiv.org/abs/1810.00368v2,2018-09-30T12:52:31Z,0
Deep Bayesian Self-Training,1812.01681,http://arxiv.org/abs/1812.01681v3,2018-11-26T19:59:06Z,0
"Beyond Domain Adaptation: Unseen Domain Encapsulation via Universal
  Non-volume Preserving Models",1812.03407,http://arxiv.org/abs/1812.03407v1,2018-12-09T00:10:38Z,0
"Deep Learning to Address Candidate Generation and Cold Start Challenges
  in Recommender Systems: A Research Survey",1907.08674,http://arxiv.org/abs/1907.08674v1,2019-07-17T06:22:38Z,0
ImJoy: an open-source computational platform for the deep learning era,1905.13105,http://arxiv.org/abs/1905.13105v1,2019-05-30T15:35:31Z,0
"Distributed Layer-Partitioned Training for Privacy-Preserved Deep
  Learning",1904.06049,http://arxiv.org/abs/1904.06049v1,2019-04-12T06:08:57Z,0
Deep Inverse Optimization,1812.00804,http://arxiv.org/abs/1812.00804v1,2018-12-03T14:56:57Z,0
Deep Variational Sufficient Dimensionality Reduction,1812.07641,http://arxiv.org/abs/1812.07641v1,2018-12-18T20:57:25Z,0
Fairness in Reinforcement Learning,1907.10323,http://arxiv.org/abs/1907.10323v1,2019-07-24T09:27:11Z,0
Deep Learning on Mobile Devices - A Review,1904.09274,http://arxiv.org/abs/1904.09274v1,2019-03-21T00:41:20Z,0
Low-Rank Deep Convolutional Neural Network for Multi-Task Learning,1904.07320,http://arxiv.org/abs/1904.07320v1,2019-04-12T14:20:01Z,0
"Multilingual Scene Character Recognition System using Sparse
  Auto-Encoder for Efficient Local Features Representation in Bag of Features",1806.07374,http://arxiv.org/abs/1806.07374v4,2018-06-11T11:21:42Z,0
A Hessian Based Complexity Measure for Deep Networks,1905.11639,http://arxiv.org/abs/1905.11639v2,2019-05-28T06:53:04Z,0
"Sequence to sequence deep learning models for solar irradiation
  forecasting",1904.13081,http://arxiv.org/abs/1904.13081v1,2019-04-30T07:28:33Z,0
"Comparing two deep learning sequence-based models for protein-protein
  interaction prediction",1901.06268,http://arxiv.org/abs/1901.06268v1,2019-01-15T04:58:34Z,0
How far from automatically interpreting deep learning,1811.07747,http://arxiv.org/abs/1811.07747v1,2018-11-19T15:25:02Z,0
"Binary Classification of Alzheimer Disease using sMRI Imaging modality
  and Deep Learning",1809.06209,http://arxiv.org/abs/1809.06209v1,2018-09-09T01:46:37Z,0
Deep Learning with Apache SystemML,1802.04647,http://arxiv.org/abs/1802.04647v1,2018-02-08T23:54:37Z,0
"Predicting Yelp Star Reviews Based on Network Structure with Deep
  Learning",1712.04350,http://arxiv.org/abs/1712.04350v1,2017-12-11T18:54:23Z,0
DLAU: A Scalable Deep Learning Accelerator Unit on FPGA,1605.06894,http://arxiv.org/abs/1605.06894v1,2016-05-23T04:56:04Z,0
Deep Learning Representation using Autoencoder for 3D Shape Retrieval,1409.7164,http://arxiv.org/abs/1409.7164v1,2014-09-25T06:27:28Z,0
On Regularization Properties of Artificial Datasets for Deep Learning,1908.07005,http://arxiv.org/abs/1908.07005v1,2019-08-19T18:09:07Z,0
Deep learning the holographic black hole with charge,1908.01470,http://arxiv.org/abs/1908.01470v1,2019-08-05T05:13:51Z,0
Autonomous Driving in the Lung using Deep Learning for Localization,1907.08136,http://arxiv.org/abs/1907.08136v1,2019-07-16T20:07:13Z,0
On Deep Set Learning and the Choice of Aggregations,1903.07348,http://arxiv.org/abs/1903.07348v1,2019-03-18T10:24:10Z,0
Exploring Deep Anomaly Detection Methods Based on Capsule Net,1907.06312,http://arxiv.org/abs/1907.06312v1,2019-07-15T02:15:58Z,0
"When 3D-Aided 2D Face Recognition Meets Deep Learning: An extended UR2D
  for Pose-Invariant Face Recognition",1709.06532,http://arxiv.org/abs/1709.06532v1,2017-09-19T17:02:15Z,0
"A Deep Learning Model for Traffic Flow State Classification Based on
  Smart Phone Sensor Data",1709.08802,http://arxiv.org/abs/1709.08802v1,2017-09-26T03:48:41Z,0
"Streaming Adaptation of Deep Forecasting Models using Adaptive Recurrent
  Units",1906.09926,http://arxiv.org/abs/1906.09926v2,2019-06-24T13:15:02Z,0
Learning Deep Representations By Distributed Random Samplings,1312.4405,http://arxiv.org/abs/1312.4405v1,2013-12-16T15:40:05Z,0
Deep Conservative Policy Iteration,1906.09784,http://arxiv.org/abs/1906.09784v1,2019-06-24T08:44:56Z,0
"Deep learning languages: a key fundamental shift from probabilities to
  weights?",1908.00785,http://arxiv.org/abs/1908.00785v1,2019-08-02T10:09:51Z,0
"Survey of Computer Vision and Machine Learning in Gastrointestinal
  Endoscopy",1904.13307,http://arxiv.org/abs/1904.13307v1,2019-04-26T12:46:03Z,0
"Rallying Adversarial Techniques against Deep Learning for Network
  Security",1903.11688,http://arxiv.org/abs/1903.11688v1,2019-03-27T20:33:55Z,0
"Towards the Improvement of Automated Scientific Document Categorization
  by Deep Learning",1706.05719,http://arxiv.org/abs/1706.05719v1,2017-06-18T20:29:15Z,0
Deep Learning based Estimation of Weaving Target Maneuvers,1806.06913,http://arxiv.org/abs/1806.06913v1,2018-06-13T06:16:14Z,0
"A Deep Causal Inference Approach to Measuring the Effects of Forming
  Group Loans in Online Non-profit Microfinance Platform",1706.02795,http://arxiv.org/abs/1706.02795v1,2017-06-08T23:43:12Z,0
"Novelty Search for Deep Reinforcement Learning Policy Network Weights by
  Action Sequence Edit Metric Distance",1902.03142,http://arxiv.org/abs/1902.03142v1,2019-02-08T15:14:09Z,0
Deep Determinantal Point Processes,1811.07245,http://arxiv.org/abs/1811.07245v3,2018-11-17T23:22:51Z,0
Deep Comparison: Relation Columns for Few-Shot Learning,1811.07100,http://arxiv.org/abs/1811.07100v2,2018-11-17T04:46:05Z,0
"Focusing on the Big Picture: Insights into a Systems Approach to Deep
  Learning for Satellite Imagery",1811.04893,http://arxiv.org/abs/1811.04893v1,2018-11-12T18:25:20Z,0
Stochastic AUC Maximization with Deep Neural Networks,1908.10831,http://arxiv.org/abs/1908.10831v1,2019-08-28T17:02:49Z,0
Deep learning for denoising,1810.11614,http://arxiv.org/abs/1810.11614v2,2018-10-27T07:39:09Z,0
An investigation of a deep learning based malware detection system,1809.05888,http://arxiv.org/abs/1809.05888v1,2018-09-16T14:39:28Z,0
Multi-Path Learnable Wavelet Neural Network for Image Classification,1908.09775,http://arxiv.org/abs/1908.09775v1,2019-08-26T16:21:56Z,0
Translation Insensitivity for Deep Convolutional Gaussian Processes,1902.05888,http://arxiv.org/abs/1902.05888v1,2019-02-15T17:07:12Z,0
Deep Factor Model,1810.01278,http://arxiv.org/abs/1810.01278v1,2018-10-01T04:18:00Z,0
"Diagnosing Cardiac Abnormalities from 12-Lead Electrocardiograms Using
  Enhanced Deep Convolutional Neural Networks",1908.06802,http://arxiv.org/abs/1908.06802v1,2019-08-15T15:20:12Z,0
Almost Surely Asymptotic Freeness for Jacobian Spectrum of Deep Network,1908.03901,http://arxiv.org/abs/1908.03901v2,2019-08-11T13:05:26Z,0
Single cell data explosion: Deep learning to the rescue,1901.06105,http://arxiv.org/abs/1901.06105v2,2019-01-18T07:05:56Z,0
Deep Trans-layer Unsupervised Networks for Representation Learning,1509.08038,http://arxiv.org/abs/1509.08038v1,2015-09-27T00:46:08Z,0
"A Fast and Precise Method for Large-Scale Land-Use Mapping Based on Deep
  Learning",1908.03438,http://arxiv.org/abs/1908.03438v1,2019-08-09T12:41:06Z,0
Learning Instance-wise Sparsity for Accelerating Deep Models,1907.11840,http://arxiv.org/abs/1907.11840v1,2019-07-27T02:59:38Z,0
A Probabilistic Representation of Deep Learning,1908.09772,http://arxiv.org/abs/1908.09772v1,2019-08-26T16:18:22Z,0
"Superstition in the Network: Deep Reinforcement Learning Plays Deceptive
  Games",1908.04436,http://arxiv.org/abs/1908.04436v1,2019-08-12T23:27:26Z,0
"A Visual Programming Paradigm for Abstract Deep Learning Model
  Development",1905.02486,http://arxiv.org/abs/1905.02486v2,2019-05-07T11:54:20Z,0
Stochastic Normalizations as Bayesian Learning,1811.00639,http://arxiv.org/abs/1811.00639v1,2018-11-01T21:30:39Z,0
"Can Meta-Interpretive Learning outperform Deep Reinforcement Learning of
  Evaluable Game strategies?",1902.09835,http://arxiv.org/abs/1902.09835v1,2019-02-26T10:04:19Z,0
Unified Backpropagation for Multi-Objective Deep Learning,1710.07438,http://arxiv.org/abs/1710.07438v1,2017-10-20T07:31:12Z,0
Learning Deep Context-Network Architectures for Image Annotation,1803.08794,http://arxiv.org/abs/1803.08794v1,2018-03-23T13:58:21Z,0
"Deep Learning Classification in Asteroseismology Using an Improved
  Neural Network: Results on 15000 Kepler Red Giants and Applications to K2 and
  TESS Data",1802.07260,http://arxiv.org/abs/1802.07260v1,2018-02-20T13:21:16Z,0
nuts-flow/ml: data pre-processing for deep learning,1708.06046,http://arxiv.org/abs/1708.06046v2,2017-08-21T01:28:37Z,0
"A Capsule-unified Framework of Deep Neural Networks for Graphical
  Programming",1903.04982,http://arxiv.org/abs/1903.04982v2,2019-03-07T13:32:05Z,0
Word Recognition with Deep Conditional Random Fields,1612.01072,http://arxiv.org/abs/1612.01072v1,2016-12-04T05:39:42Z,0
"Deep Multi-Agent Reinforcement Learning with Discrete-Continuous Hybrid
  Action Spaces",1903.04959,http://arxiv.org/abs/1903.04959v1,2019-03-12T14:40:32Z,0
Towards Aggregating Weighted Feature Attributions,1901.10040,http://arxiv.org/abs/1901.10040v1,2019-01-20T18:45:50Z,0
Deep Reinforcement Learning for Dynamic Urban Transportation Problems,1806.05310,http://arxiv.org/abs/1806.05310v1,2018-06-14T00:24:49Z,0
GEN Model: An Alternative Approach to Deep Neural Network Models,1805.07508,http://arxiv.org/abs/1805.07508v1,2018-05-19T03:48:26Z,0
On Deep Ensemble Learning from a Function Approximation Perspective,1805.07502,http://arxiv.org/abs/1805.07502v1,2018-05-19T03:25:30Z,0
"Deep Generative Design: Integration of Topology Optimization and
  Generative Models",1903.01548,http://arxiv.org/abs/1903.01548v2,2019-03-01T07:38:41Z,0
A Survey on Deep Learning of Small Sample in Biomedical Image Analysis,1908.00473,http://arxiv.org/abs/1908.00473v1,2019-08-01T16:01:31Z,0
Deep ensemble learning for Alzheimers disease classification,1905.12827,http://arxiv.org/abs/1905.12827v1,2019-05-30T02:04:57Z,0
Deep Perceptual Compression,1907.08310,http://arxiv.org/abs/1907.08310v2,2019-07-18T22:17:52Z,0
DEEP-BO for Hyperparameter Optimization of Deep Networks,1905.09680,http://arxiv.org/abs/1905.09680v1,2019-05-23T14:25:33Z,0
SVM-based Deep Stacking Networks,1902.05731,http://arxiv.org/abs/1902.05731v1,2019-02-15T09:24:04Z,0
Hierarchical Reinforcement Learning with Deep Nested Agents,1805.07008,http://arxiv.org/abs/1805.07008v1,2018-05-18T01:06:36Z,0
Fairness in Deep Learning: A Computational Perspective,1908.08843,http://arxiv.org/abs/1908.08843v1,2019-08-23T14:38:07Z,0
Fast Distributed Deep Learning via Worker-adaptive Batch Sizing,1806.02508,http://arxiv.org/abs/1806.02508v1,2018-06-07T04:15:58Z,0
"PixelSteganalysis: Pixel-wise Hidden Information Removal with Low Visual
  Degradation",1902.10905,http://arxiv.org/abs/1902.10905v1,2019-02-28T05:36:29Z,0
"Deep Steganalysis: End-to-End Learning with Supervisory Information
  beyond Class Labels",1806.10443,http://arxiv.org/abs/1806.10443v1,2018-06-27T12:46:30Z,0
"Machine Learning For Distributed Acoustic Sensors, Classic versus Image
  and Deep Neural Networks Approach",1904.11546,http://arxiv.org/abs/1904.11546v1,2019-04-25T19:18:31Z,0
"Nonparametric Online Learning Using Lipschitz Regularized Deep Neural
  Networks",1905.10821,http://arxiv.org/abs/1905.10821v1,2019-05-26T15:47:36Z,0
"On the Transferability of Representations in Neural Networks Between
  Datasets and Tasks",1811.12273,http://arxiv.org/abs/1811.12273v1,2018-11-29T16:06:57Z,0
"Deep Learning for Frame Error Probability Prediction in BICM-OFDM
  Systems",1710.11270,http://arxiv.org/abs/1710.11270v1,2017-10-30T23:39:24Z,0
Introduction to intelligent computing unit 1,1711.06552,http://arxiv.org/abs/1711.06552v1,2017-11-15T16:52:48Z,0
Deep Reinforcement Learning in System Optimization,1908.01275,http://arxiv.org/abs/1908.01275v2,2019-08-04T05:55:56Z,0
"Factorized Inference in Deep Markov Models for Incomplete Multimodal
  Time Series",1905.13570,http://arxiv.org/abs/1905.13570v2,2019-05-30T10:20:32Z,0
Financial Time Series Prediction Using Deep Learning,1711.04174,http://arxiv.org/abs/1711.04174v1,2017-11-11T17:33:42Z,0
Deep density ratio estimation for change point detection,1905.09876,http://arxiv.org/abs/1905.09876v1,2019-05-23T19:04:56Z,0
Deep Neural Architecture Search with Deep Graph Bayesian Optimization,1905.06159,http://arxiv.org/abs/1905.06159v1,2019-05-14T17:13:04Z,0
Multi-task Learning in Deep Gaussian Processes with Multi-kernel Layers,1905.12407,http://arxiv.org/abs/1905.12407v1,2019-05-29T13:13:56Z,0
Deep Learning-based Universal Beamformer for Ultrasound Imaging,1904.02843,http://arxiv.org/abs/1904.02843v2,2019-04-05T01:40:52Z,0
"Tutorial and Survey on Probabilistic Graphical Model and Variational
  Inference in Deep Reinforcement Learning",1908.09381,http://arxiv.org/abs/1908.09381v1,2019-08-25T19:36:36Z,0
Introduction to Camera Pose Estimation with Deep Learning,1907.05272,http://arxiv.org/abs/1907.05272v3,2019-07-08T14:43:06Z,0
"Learning to Navigate: Exploiting Deep Networks to Inform Sample-Based
  Planning During Vision-Based Navigation",1801.05132,http://arxiv.org/abs/1801.05132v1,2018-01-16T06:42:15Z,0
"Incorporating Biological Knowledge with Factor Graph Neural Network for
  Interpretable Deep Learning",1906.00537,http://arxiv.org/abs/1906.00537v1,2019-06-03T02:51:40Z,0
"Deep Learning for Classification of Hyperspectral Data: A Comparative
  Review",1904.10674,http://arxiv.org/abs/1904.10674v1,2019-04-24T07:56:37Z,0
Weak-supervision for Deep Representation Learning under Class Imbalance,1810.12513,http://arxiv.org/abs/1810.12513v1,2018-10-30T03:37:09Z,0
"Deep-learning source localization using multi-frequency magnitude-only
  data",1903.12319,http://arxiv.org/abs/1903.12319v2,2019-03-29T01:58:21Z,0
"swTVM: Exploring the Automated Compilation for Deep Learning on Sunway
  Architecture",1904.07404,http://arxiv.org/abs/1904.07404v2,2019-04-16T02:13:05Z,0
Cluster-Based Learning from Weakly Labeled Bags in Digital Pathology,1812.00884,http://arxiv.org/abs/1812.00884v1,2018-11-28T15:05:22Z,0
Deep Ad-hoc Beamforming,1811.01233,http://arxiv.org/abs/1811.01233v3,2018-11-03T15:31:24Z,0
Multi-level 3D CNN for Learning Multi-scale Spatial Features,1805.12254,http://arxiv.org/abs/1805.12254v2,2018-05-30T22:53:28Z,0
"Deep Learning Based Pilot Design for Multi-user Distributed Massive MIMO
  Systems",1903.07300,http://arxiv.org/abs/1903.07300v1,2019-03-18T08:42:24Z,0
Uncertainty-Aware Attention for Reliable Interpretation and Prediction,1805.09653,http://arxiv.org/abs/1805.09653v1,2018-05-24T13:17:08Z,0
"Domain Adaptive Generation of Aircraft on Satellite Imagery via
  Simulated and Unsupervised Learning",1806.03002,http://arxiv.org/abs/1806.03002v1,2018-06-08T07:46:34Z,0
Deep learning based inverse method for layout design,1806.03182,http://arxiv.org/abs/1806.03182v1,2018-06-07T01:55:06Z,0
"Far-HO: A Bilevel Programming Package for Hyperparameter Optimization
  and Meta-Learning",1806.04941,http://arxiv.org/abs/1806.04941v1,2018-06-13T10:46:32Z,0
"CSI-based Outdoor Localization for Massive MIMO: Experiments with a
  Learning Approach",1806.07447,http://arxiv.org/abs/1806.07447v1,2018-06-19T19:56:33Z,0
Many-Goals Reinforcement Learning,1806.09605,http://arxiv.org/abs/1806.09605v1,2018-06-22T18:31:24Z,0
Dropout-based Active Learning for Regression,1806.09856,http://arxiv.org/abs/1806.09856v2,2018-06-26T09:06:40Z,0
On embeddings as an alternative paradigm for relational learning,1806.11391,http://arxiv.org/abs/1806.11391v2,2018-06-29T13:01:24Z,0
How To Backdoor Federated Learning,1807.00459,http://arxiv.org/abs/1807.00459v3,2018-07-02T04:37:43Z,0
"Learning to Listen, Read, and Follow: Score Following as a Reinforcement
  Learning Game",1807.06391,http://arxiv.org/abs/1807.06391v1,2018-07-17T12:49:18Z,0
Adaptive Neural Trees,1807.06699,http://arxiv.org/abs/1807.06699v5,2018-07-17T23:01:35Z,0
Learning Optimal Resource Allocations in Wireless Systems,1807.08088,http://arxiv.org/abs/1807.08088v2,2018-07-21T06:00:36Z,0
LinkNBed: Multi-Graph Representation Learning with Entity Linkage,1807.08447,http://arxiv.org/abs/1807.08447v1,2018-07-23T06:47:57Z,0
"Distributional Multivariate Policy Evaluation and Exploration with the
  Bellman GAN",1808.01960,http://arxiv.org/abs/1808.01960v1,2018-08-06T15:22:13Z,0
Shared Multi-Task Imitation Learning for Indoor Self-Navigation,1808.04503,http://arxiv.org/abs/1808.04503v1,2018-08-14T01:38:47Z,0
Backpropagation and Biological Plausibility,1808.06934,http://arxiv.org/abs/1808.06934v1,2018-08-21T14:41:56Z,0
"Learning behavioral context recognition with multi-stream temporal
  convolutional networks",1808.08766,http://arxiv.org/abs/1808.08766v1,2018-08-27T10:06:01Z,0
"dyngraph2vec: Capturing Network Dynamics using Dynamic Graph
  Representation Learning",1809.02657,http://arxiv.org/abs/1809.02657v2,2018-09-07T20:03:51Z,0
"Learning Rate Adaptation for Federated and Differentially Private
  Learning",1809.03832,http://arxiv.org/abs/1809.03832v3,2018-09-11T13:04:19Z,0
Multi-Kernel Diffusion CNNs for Graph-Based Learning on Point Clouds,1809.05370,http://arxiv.org/abs/1809.05370v1,2018-09-14T12:15:37Z,0
"Learn the new, keep the old: Extending pretrained models with new
  anatomy and images",1806.00265,http://arxiv.org/abs/1806.00265v1,2018-06-01T10:14:31Z,0
Learning to Optimize via Wasserstein Deep Inverse Optimal Control,1805.08395,http://arxiv.org/abs/1805.08395v1,2018-05-22T05:11:59Z,0
Moving Deep Learning into Web Browser: How Far Can We Go?,1901.09388,http://arxiv.org/abs/1901.09388v2,2019-01-27T14:54:51Z,0
Learning 3D Shape Completion under Weak Supervision,1805.07290,http://arxiv.org/abs/1805.07290v2,2018-05-18T15:37:28Z,0
"Deep learning research landscape & roadmap in a nutshell: past, present
  and future -- Towards deep cortical learning",1908.02130,http://arxiv.org/abs/1908.02130v1,2019-07-30T16:57:38Z,0
Symmetry Learning for Function Approximation in Reinforcement Learning,1706.02999,http://arxiv.org/abs/1706.02999v1,2017-06-09T15:30:32Z,0
Local Feature Descriptor Learning with Adaptive Siamese Network,1706.05358,http://arxiv.org/abs/1706.05358v1,2017-06-16T17:27:41Z,0
Learning Implicit Generative Models Using Differentiable Graph Tests,1709.01006,http://arxiv.org/abs/1709.01006v1,2017-09-04T15:34:59Z,0
Supervising Unsupervised Learning,1709.05262,http://arxiv.org/abs/1709.05262v2,2017-09-14T14:42:41Z,0
End-to-end Driving via Conditional Imitation Learning,1710.02410,http://arxiv.org/abs/1710.02410v2,2017-10-06T14:00:31Z,0
Safe Semi-Supervised Learning of Sum-Product Networks,1710.03444,http://arxiv.org/abs/1710.03444v1,2017-10-10T08:27:42Z,0
FearNet: Brain-Inspired Model for Incremental Learning,1711.10563,http://arxiv.org/abs/1711.10563v2,2017-11-28T21:26:15Z,0
A Novel Approach for Effective Learning in Low Resourced Scenarios,1712.05608,http://arxiv.org/abs/1712.05608v1,2017-12-15T10:33:57Z,0
Evaluation of Machine Learning Fameworks on Finis Terrae II,1801.04546,http://arxiv.org/abs/1801.04546v1,2018-01-14T12:50:00Z,0
"Hybrid Gradient Boosting Trees and Neural Networks for Forecasting
  Operating Room Data",1801.07384,http://arxiv.org/abs/1801.07384v2,2018-01-23T03:18:14Z,0
"Deeper Insights into Graph Convolutional Networks for Semi-Supervised
  Learning",1801.07606,http://arxiv.org/abs/1801.07606v1,2018-01-22T15:24:24Z,0
Object category learning and retrieval with weak supervision,1801.08985,http://arxiv.org/abs/1801.08985v2,2018-01-26T21:47:59Z,0
Deep Multi-view Learning to Rank,1801.10402,http://arxiv.org/abs/1801.10402v1,2018-01-31T11:13:49Z,0
Meta-Reinforcement Learning of Structured Exploration Strategies,1802.07245,http://arxiv.org/abs/1802.07245v1,2018-02-20T18:40:57Z,0
Learning Deep Generative Models of Graphs,1803.03324,http://arxiv.org/abs/1803.03324v1,2018-03-08T22:20:00Z,0
Representation Learning over Dynamic Graphs,1803.04051,http://arxiv.org/abs/1803.04051v2,2018-03-11T22:00:33Z,0
"What we learn from learning - Understanding capabilities and limitations
  of machine learning in botnet attacks",1805.01333,http://arxiv.org/abs/1805.01333v1,2018-05-03T14:45:54Z,0
"Generative Adversarial Forests for Better Conditioned Adversarial
  Learning",1805.05185,http://arxiv.org/abs/1805.05185v1,2018-05-14T14:19:49Z,0
"Prosocial or Selfish? Agents with different behaviors for Contract
  Negotiation using Reinforcement Learning",1809.07066,http://arxiv.org/abs/1809.07066v1,2018-09-19T08:46:34Z,0
"Using State Predictions for Value Regularization in Curiosity Driven
  Deep Reinforcement Learning",1810.00361,http://arxiv.org/abs/1810.00361v1,2018-09-30T11:29:55Z,0
"The Dreaming Variational Autoencoder for Reinforcement Learning
  Environments",1810.01112,http://arxiv.org/abs/1810.01112v1,2018-10-02T08:31:39Z,0
NSML: Meet the MLaaS platform with a real-world case study,1810.09957,http://arxiv.org/abs/1810.09957v1,2018-10-08T04:30:44Z,0
Few-Shot Learning-Based Human Activity Recognition,1903.10416,http://arxiv.org/abs/1903.10416v1,2019-03-25T15:56:07Z,0
Diversity with Cooperation: Ensemble Methods for Few-Shot Classification,1903.11341,http://arxiv.org/abs/1903.11341v2,2019-03-27T10:53:22Z,0
Learning Algorithms via Neural Logic Networks,1904.01554,http://arxiv.org/abs/1904.01554v1,2019-04-02T17:17:02Z,0
"Reinforcement Learning with Attention that Works: A Self-Supervised
  Approach",1904.03367,http://arxiv.org/abs/1904.03367v1,2019-04-06T05:42:43Z,0
People infer recursive visual concepts from just a few examples,1904.08034,http://arxiv.org/abs/1904.08034v2,2019-04-17T00:45:05Z,0
Galaxy Learning -- A Position Paper,1905.00753,http://arxiv.org/abs/1905.00753v1,2019-04-22T11:05:26Z,0
"PiNet: A Permutation Invariant Graph Neural Network for Graph
  Classification",1905.03046,http://arxiv.org/abs/1905.03046v1,2019-05-08T12:51:52Z,0
"Practical Processing of Mobile Sensor Data for Continual Deep Learning
  Predictions",1705.06224,http://arxiv.org/abs/1705.06224v1,2017-05-17T15:55:53Z,0
"Learning discriminative features in sequence training without requiring
  framewise labelled data",1905.06907,http://arxiv.org/abs/1905.06907v1,2019-05-16T16:58:25Z,0
Composing Ensembles of Policies with Deep Reinforcement Learning,1905.10681,http://arxiv.org/abs/1905.10681v1,2019-05-25T21:40:38Z,0
SGD on Neural Networks Learns Functions of Increasing Complexity,1905.11604,http://arxiv.org/abs/1905.11604v1,2019-05-28T04:34:08Z,0
LeTS-Drive: Driving in a Crowd by Learning from Tree Search,1905.12197,http://arxiv.org/abs/1905.12197v1,2019-05-29T03:27:01Z,0
"On the Necessity and Effectiveness of Learning the Prior of Variational
  Auto-Encoder",1905.13452,http://arxiv.org/abs/1905.13452v1,2019-05-31T07:55:59Z,0
"Deep Feature Learning from a Hospital-Scale Chest X-ray Dataset with
  Application to TB Detection on a Small-Scale Dataset",1906.00768,http://arxiv.org/abs/1906.00768v1,2019-06-03T13:03:15Z,0
"Transfer Learning in the Field of Renewable Energies -- A Transfer
  Learning Framework Providing Power Forecasts Throughout the Lifecycle of Wind
  Farms After Initial Connection to the Electrical Grid",1906.01168,http://arxiv.org/abs/1906.01168v1,2019-06-03T09:46:09Z,0
Learning dynamic polynomial proofs,1906.01681,http://arxiv.org/abs/1906.01681v1,2019-06-04T18:58:40Z,0
Learning Representations of Graph Data -- A Survey,1906.02989,http://arxiv.org/abs/1906.02989v2,2019-06-07T09:52:53Z,0
Using learned optimizers to make models robust to input noise,1906.03367,http://arxiv.org/abs/1906.03367v1,2019-06-08T01:08:36Z,0
A gray-box approach for curriculum learning,1906.06812,http://arxiv.org/abs/1906.06812v1,2019-06-17T01:27:49Z,0
"DQN with model-based exploration: efficient learning on environments
  with sparse rewards",1903.09295,http://arxiv.org/abs/1903.09295v1,2019-03-22T01:41:50Z,0
"Efficient Off-Policy Meta-Reinforcement Learning via Probabilistic
  Context Variables",1903.08254,http://arxiv.org/abs/1903.08254v1,2019-03-19T20:51:04Z,0
Zero Shot Learning with the Isoperimetric Loss,1903.06781,http://arxiv.org/abs/1903.06781v1,2019-03-15T19:55:38Z,0
Exploration Conscious Reinforcement Learning Revisited,1812.05551,http://arxiv.org/abs/1812.05551v3,2018-12-13T18:08:04Z,0
Learning Better Internal Structure of Words for Sequence Labeling,1810.12443,http://arxiv.org/abs/1810.12443v1,2018-10-29T22:39:49Z,0
"MD-GAN: Multi-Discriminator Generative Adversarial Networks for
  Distributed Datasets",1811.03850,http://arxiv.org/abs/1811.03850v2,2018-11-09T10:24:35Z,0
Learning Sound Events From Webly Labeled Data,1811.09967,http://arxiv.org/abs/1811.09967v4,2018-11-25T07:23:44Z,0
"LEASGD: an Efficient and Privacy-Preserving Decentralized Algorithm for
  Distributed Learning",1811.11124,http://arxiv.org/abs/1811.11124v1,2018-11-27T17:34:27Z,0
Learning Speaker Representations with Mutual Information,1812.00271,http://arxiv.org/abs/1812.00271v2,2018-12-01T21:48:28Z,0
Learning Montezuma's Revenge from a Single Demonstration,1812.03381,http://arxiv.org/abs/1812.03381v1,2018-12-08T20:16:16Z,0
"Efficient Training Management for Mobile Crowd-Machine Learning: A Deep
  Reinforcement Learning Approach",1812.03633,http://arxiv.org/abs/1812.03633v1,2018-12-10T05:43:42Z,0
Recent Advances in Autoencoder-Based Representation Learning,1812.05069,http://arxiv.org/abs/1812.05069v1,2018-12-12T18:13:41Z,0
Learning Latent Subspaces in Variational Autoencoders,1812.06190,http://arxiv.org/abs/1812.06190v1,2018-12-14T22:10:50Z,0
Imitation Learning of Factored Multi-agent Reactive Models,1903.04714,http://arxiv.org/abs/1903.04714v1,2019-03-12T03:50:27Z,0
"Coupled Analysis Dictionary Learning to inductively learn inversion:
  Application to real-time reconstruction of Biomedical signals",1812.09878,http://arxiv.org/abs/1812.09878v1,2018-12-24T10:17:20Z,0
"RegNet: Learning the Optimization of Direct Image-to-Image Pose
  Registration",1812.10212,http://arxiv.org/abs/1812.10212v1,2018-12-26T03:47:31Z,0
Recurrent Control Nets for Deep Reinforcement Learning,1901.01994,http://arxiv.org/abs/1901.01994v2,2019-01-06T23:35:07Z,0
On-Policy Trust Region Policy Optimisation with Replay Buffers,1901.06212,http://arxiv.org/abs/1901.06212v1,2019-01-18T13:09:18Z,0
"Unsupervised Learning of Neural Networks to Explain Neural Networks
  (extended abstract)",1901.07538,http://arxiv.org/abs/1901.07538v1,2019-01-21T16:03:31Z,0
A Little Is Enough: Circumventing Defenses For Distributed Learning,1902.06156,http://arxiv.org/abs/1902.06156v1,2019-02-16T21:05:29Z,0
"Collaborative Spatio-temporal Feature Learning for Video Action
  Recognition",1903.01197,http://arxiv.org/abs/1903.01197v1,2019-03-04T12:03:03Z,0
Learning a smooth kernel regularizer for convolutional neural networks,1903.01882,http://arxiv.org/abs/1903.01882v1,2019-03-05T15:07:29Z,0
